SOC_2020_ext,SOC2020_ext_SUG_title,INDEXOCC_-_natural_word_order
8219/00,Road transport drivers n.e.c.,Test driver
8115/99,Metal making and treating process operatives n.e.c.,Tilter driver
8221/00,Crane drivers,Tip driver
8211/00,Heavy and large goods vehicle drivers,Tipper driver
8229/99,Mobile machine drivers and operatives n.e.c.,Mechanical tool driver
8229/01,Agricultural machinery operators,Tractor driver
8229/99,Mobile machine drivers and operatives n.e.c.,Tractor driver
8229/99,Mobile machine drivers and operatives n.e.c.,Tractor driver
9112/01,Forest workers,Tractor driver
8229/99,Mobile machine drivers and operatives n.e.c.,Tractor driver
8229/99,Mobile machine drivers and operatives n.e.c.,Tractor driver
8229/99,Mobile machine drivers and operatives n.e.c.,Tractor driver
8211/00,Heavy and large goods vehicle drivers,Tractor driver
8231/00,Train and tram drivers,Train driver
8231/00,Train and tram drivers,Tram driver
6132/00,Ambulance staff (excluding paramedics),Patient transport driver
8222/00,Fork-lift truck drivers,Transport driver
8211/00,Heavy and large goods vehicle drivers,Transport driver
8211/00,Heavy and large goods vehicle drivers,Transporter driver
8239/00,Other drivers and transport operatives n.e.c.,Traverser driver
8229/99,Mobile machine drivers and operatives n.e.c.,Trolley driver
8229/99,Mobile machine drivers and operatives n.e.c.,Bogie truck driver
8222/00,Fork-lift truck drivers,Clamp truck driver
8229/99,Mobile machine drivers and operatives n.e.c.,Dumper truck driver
8222/00,Fork-lift truck drivers,Electric truck driver
8222/00,Fork-lift truck drivers,Fork truck driver
8222/00,Fork-lift truck drivers,Fork-lift truck driver
8222/00,Fork-lift truck drivers,Fork lift truck driver
8239/00,Other drivers and transport operatives n.e.c.,Lister truck driver
8222/00,Fork-lift truck drivers,Power truck driver
8229/99,Mobile machine drivers and operatives n.e.c.,Ransom truck driver
8219/00,Road transport drivers n.e.c.,Recovery truck driver
8222/00,Fork-lift truck drivers,Stacker truck driver
8222/00,Fork-lift truck drivers,Works truck driver
8211/00,Heavy and large goods vehicle drivers,Truck driver
8222/00,Fork-lift truck drivers,Truck driver
8233/99,Air transport operatives n.e.c.,Tug driver
8232/00,Marine and waterways transport operatives,Tug driver
8133/99,Energy plant operatives n.e.c.,Turbine driver
8133/99,Energy plant operatives n.e.c.,Turbo-blower driver
8214/99,Delivery drivers and couriers n.e.c.,Uber driver
8213/00,Taxi and cab drivers and chauffeurs,Uber driver
8214/99,Delivery drivers and couriers n.e.c.,Delivery van driver
8214/99,Delivery drivers and couriers n.e.c.,Van driver
8211/00,Heavy and large goods vehicle drivers,Articulated vehicle driver
8212/00,Bus and coach drivers,Passenger carrying vehicle driver
8211/00,Heavy and large goods vehicle drivers,Large goods vehicle driver
8211/00,Heavy and large goods vehicle drivers,Motor vehicle driver
8219/00,Road transport drivers n.e.c.,Recovery vehicle driver
8212/00,Bus and coach drivers,Public service vehicle driver
8211/00,Heavy and large goods vehicle drivers,Wagon driver
8219/00,Road transport drivers n.e.c.,Warehouse driver
8221/00,Crane drivers,Winch driver
8229/01,Agricultural machinery operators,Driver
8211/00,Heavy and large goods vehicle drivers,Driver
8214/99,Delivery drivers and couriers n.e.c.,Driver
8222/00,Fork-lift truck drivers,Driver
8211/00,Heavy and large goods vehicle drivers,Driver
8212/00,Bus and coach drivers,Driver
8213/00,Taxi and cab drivers and chauffeurs,Driver
8222/00,Fork-lift truck drivers,Driver
8229/99,Mobile machine drivers and operatives n.e.c.,Driver
8212/00,Bus and coach drivers,Driver
8214/99,Delivery drivers and couriers n.e.c.,Driver
8234/99,Rail transport operatives n.e.c.,Driver
8132/01,Coal miners and quarry workers,Driver
8234/99,Rail transport operatives n.e.c.,Driver
8229/99,Mobile machine drivers and operatives n.e.c.,Driver
8132/99,Mining and quarry workers and related operatives n.e.c.,Driver
8214/99,Delivery drivers and couriers n.e.c.,Driver
8229/99,Mobile machine drivers and operatives n.e.c.,Driver
8231/00,Train and tram drivers,Driver
8232/00,Marine and waterways transport operatives,Driver
8211/00,Heavy and large goods vehicle drivers,Driver
8219/00,Road transport drivers n.e.c.,Driver
8214/99,Delivery drivers and couriers n.e.c.,Driver and collector
8213/00,Taxi and cab drivers and chauffeurs,Driver and collector
7123/00,Roundspersons and van salespersons,Driver and collector
7122/99,"Debt, rent and other cash collectors n.e.c.",Driver and collector
6132/00,Ambulance staff (excluding paramedics),Ambulance driver-attendant
6138/02,Driver-bearers,Driver-bearer
6137/00,Care escorts,Driver-carer
8219/00,Road transport drivers n.e.c.,Driver-cleaner
8212/00,Bus and coach drivers,Driver-conductor
8214/99,Delivery drivers and couriers n.e.c.,Driver-courier
8219/00,Road transport drivers n.e.c.,Driver-custodian
6137/00,Care escorts,Driver-escort
8212/00,Bus and coach drivers,Driver-fitter
8211/00,Heavy and large goods vehicle drivers,Driver-fitter
8213/00,Taxi and cab drivers and chauffeurs,Driver-handyman
8215/99,Driving instructors n.e.c.,Driver-instructor
8219/00,Road transport drivers n.e.c.,Driver-labourer
8233/99,Air transport operatives n.e.c.,Driver-loader
8229/01,Agricultural machinery operators,Driver-mechanic
8212/00,Bus and coach drivers,Driver-mechanic
8213/00,Taxi and cab drivers and chauffeurs,Driver-mechanic
8211/00,Heavy and large goods vehicle drivers,Driver-mechanic
8219/00,Road transport drivers n.e.c.,Driver-packer
9211/01,Postal delivery workers,Driver-postman
7123/00,Roundspersons and van salespersons,Driver-salesman
8219/00,Road transport drivers n.e.c.,Driver-storeman
8219/00,Road transport drivers n.e.c.,Driver-valeter
8219/00,Road transport drivers n.e.c.,Driver-warehouseman
8234/99,Rail transport operatives n.e.c.,Fire dropper
8111/99,"Food, drink and tobacco process operatives n.e.c.",Dropper
8113/00,Chemical and related process operatives,Dropper
8111/99,"Food, drink and tobacco process operatives n.e.c.",Dropper
8111/99,"Food, drink and tobacco process operatives n.e.c.",Dropper
8131/00,Paper and wood machine operatives,Dropperman
8115/99,Metal making and treating process operatives n.e.c.,Drosser
8115/99,Metal making and treating process operatives n.e.c.,Drossman
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Drover
2251/00,Pharmacists,Druggist
8113/00,Chemical and related process operatives,Drum and cagehand
8113/00,Chemical and related process operatives,Drumhand
9132/00,"Packers, bottlers, canners and fillers",Glycerine drummer
3415/03,Instrumentalists ,Drummer
8113/00,Chemical and related process operatives,Drummer
8111/99,"Food, drink and tobacco process operatives n.e.c.",Bacon dryer
8112/00,Textile process operatives,Can dryer
8119/01,Ceramic workers,Clay dryer
8112/00,Textile process operatives,Clip dryer
8112/00,Textile process operatives,Cloth dryer
8113/00,Chemical and related process operatives,Colour dryer
8115/99,Metal making and treating process operatives n.e.c.,Core dryer
8112/00,Textile process operatives,Cylinder dryer
8112/00,Textile process operatives,Dyed dryer
8112/00,Textile process operatives,Felt dryer
8113/00,Chemical and related process operatives,Gelatine dryer
8113/00,Chemical and related process operatives,Glue dryer
8111/99,"Food, drink and tobacco process operatives n.e.c.",Grain dryer
8112/00,Textile process operatives,Hair dryer
8131/00,Paper and wood machine operatives,Kiln dryer
8112/00,Textile process operatives,Machine dryer
8119/99,Process operatives n.e.c.,Ore dryer
8119/01,Ceramic workers,Pearl dryer
8111/99,"Food, drink and tobacco process operatives n.e.c.",Pulp dryer
8112/00,Textile process operatives,Rag dryer
8119/99,Process operatives n.e.c.,Salt dryer
8119/99,Process operatives n.e.c.,Sand dryer
8111/04,Tobacco workers,Tobacco dryer
8131/00,Paper and wood machine operatives,Veneer dryer
8112/00,Textile process operatives,Warp dryer
8112/00,Textile process operatives,Wool dryer
8112/00,Textile process operatives,Yarn dryer
8131/00,Paper and wood machine operatives,Dryer
8111/01,Brewery and distillery workers,Dryer
8111/99,"Food, drink and tobacco process operatives n.e.c.",Dryer
8113/00,Chemical and related process operatives,Dryer
9224/02,Dry cleaners and laundry workers,Dryer
8119/99,Process operatives n.e.c.,Dryer
8131/00,Paper and wood machine operatives,Dryer
5423/00,Print finishing and binding workers,Dryer
5423/00,Print finishing and binding workers,Dryer
8119/99,Process operatives n.e.c.,Dryer
8113/00,Chemical and related process operatives,Dryer
8113/00,Chemical and related process operatives,Dryer
8112/00,Textile process operatives,Dryer
8131/00,Paper and wood machine operatives,Dryer
}}}}/}},}}}}/}},Dryerman
8112/00,Textile process operatives,Dubber
9139/00,Elementary process plant occupations n.e.c.,Duffer
8112/00,Textile process operatives,Duler
8132/01,Coal miners and quarry workers,Dumper
8229/99,Mobile machine drivers and operatives n.e.c.,Dumper
8112/00,Textile process operatives,Dumper
9219/01,Reprographics assistants ,Duplicator
5441/99,"Glass and ceramics makers, decorators and finishers n.e.c.",Colour duster
5441/01,"Ceramic makers, decorators and finishers",Duster
8149/00,Assemblers and routine operatives n.e.c.,Duster
5423/00,Print finishing and binding workers,Duster
9225/02,Refuse collectors,Dustman
8113/00,Chemical and related process operatives,Beam dyer
8113/00,Chemical and related process operatives,Black dyer
8113/00,Chemical and related process operatives,Brush dyer
8113/00,Chemical and related process operatives,Calico dyer
8113/00,Chemical and related process operatives,Carpet dyer
8113/00,Chemical and related process operatives,Clothes dyer
8113/00,Chemical and related process operatives,Colour dyer
8113/00,Chemical and related process operatives,Cop dyer
8113/00,Chemical and related process operatives,Cord dyer
8113/00,Chemical and related process operatives,Fibre dyer
8113/00,Chemical and related process operatives,Fur dyer
8113/00,Chemical and related process operatives,Fustian dyer
